tanggal,harga_oz,kurs_oz,idr_oz,harga_gr,kurs_gr,idr_gr,update_asli
18 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
19 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
20 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
21 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
22 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
23 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
24 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
25 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
26 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
27 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
28 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
01 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
02 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
03 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
04 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
05 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
06 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
07 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
08 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
09 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
10 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
11 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
12 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
13 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
14 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
15 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
16 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
17 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
18 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
19 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
20 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
21 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
22 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
23 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
24 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
25 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
26 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
27 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
28 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
29 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
30 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
31 Maret 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
01 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
02 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
03 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
04 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
05 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
06 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
07 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
08 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
09 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
10 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
11 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
12 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
13 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
14 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
15 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
16 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
17 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
18 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
19 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
20 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
21 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
22 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
23 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
24 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
25 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
26 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
27 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
28 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
29 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
30 April 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
01 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
02 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
03 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
04 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
05 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
06 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
07 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
08 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
09 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
10 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
11 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
12 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
13 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
14 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
15 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
16 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
17 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
18 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
19 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
20 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
21 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
22 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
23 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
24 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
25 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
26 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
27 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
28 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
29 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
30 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
31 Mei 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
01 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
02 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
03 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
04 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
05 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
06 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
07 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
08 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
09 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
10 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
11 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
12 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
13 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
14 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
15 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
16 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
17 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
18 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
19 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
20 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
21 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
22 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
23 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
24 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
25 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
26 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
27 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
28 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
29 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
30 Juni 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
01 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
02 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
03 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
04 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
05 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
06 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
07 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
08 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
09 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
10 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
11 Juli 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
