"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"30/03/2021","6.071,44","6.163,72","6.170,67","6.046,47","11,87B","-1,55%"
"29/03/2021","6.166,82","6.205,57","6.230,99","6.165,55","11,46B","-0,46%"
"26/03/2021","6.195,56","6.141,61","6.195,56","6.106,08","12,43B","1,19%"
"25/03/2021","6.122,88","6.159,62","6.176,43","6.058,84","14,74B","-0,54%"
"24/03/2021","6.156,14","6.231,71","6.239,55","6.143,38","13,83B","-1,54%"
"23/03/2021","6.252,71","6.331,70","6.342,13","6.245,99","17,38B","-0,77%"
"22/03/2021","6.301,13","6.346,80","6.354,94","6.290,02","12,86B","-0,87%"
"19/03/2021","6.356,16","6.346,01","6.356,16","6.307,10","16,21B","0,13%"
"18/03/2021","6.347,83","6.309,57","6.358,43","6.307,00","14,97B","1,12%"
"17/03/2021","6.277,23","6.318,07","6.321,34","6.268,84","13,80B","-0,51%"
"16/03/2021","6.309,70","6.347,19","6.355,41","6.296,90","15,51B","-0,23%"
"15/03/2021","6.324,26","6.374,76","6.387,74","6.324,26","13,79B","-0,53%"
"12/03/2021","6.358,21","6.316,88","6.364,36","6.298,52","18,62B","1,49%"
"10/03/2021","6.264,68","6.233,62","6.276,16","6.225,45","12,20B","1,05%"
"09/03/2021","6.199,65","6.258,67","6.267,42","6.167,72","18,81B","-0,78%"
"08/03/2021","6.248,47","6.304,00","6.325,52","6.239,05","15,57B","-0,16%"
"05/03/2021","6.258,75","6.263,04","6.307,68","6.245,31","15,36B","-0,51%"
"04/03/2021","6.290,80","6.355,38","6.369,41","6.270,11","23,82B","-1,35%"
"03/03/2021","6.376,76","6.378,80","6.394,45","6.334,24","24,24B","0,28%"
"02/03/2021","6.359,20","6.367,44","6.388,12","6.329,50","18,07B","0,33%"
"01/03/2021","6.338,51","6.281,86","6.339,01","6.261,56","17,31B","1,55%"
"26/02/2021","6.241,80","6.246,32","6.302,39","6.184,52","21,95B","-0,76%"
"25/02/2021","6.289,65","6.280,73","6.309,76","6.274,50","23,75B","0,62%"
"24/02/2021","6.251,05","6.283,80","6.294,14","6.223,65","15,22B","-0,35%"
"23/02/2021","6.272,81","6.267,45","6.279,14","6.241,95","12,63B","0,28%"
"22/02/2021","6.255,31","6.267,02","6.312,87","6.255,31","14,50B","0,38%"
"19/02/2021","6.231,93","6.196,90","6.231,93","6.173,59","13,36B","0,51%"
"18/02/2021","6.200,31","6.230,36","6.281,36","6.200,31","16,75B","-0,44%"
"17/02/2021","6.227,73","6.292,97","6.314,56","6.209,31","16,99B","-1,03%"
"16/02/2021","6.292,40","6.291,01","6.308,81","6.274,35","14,42B","0,35%"
"15/02/2021","6.270,32","6.244,39","6.283,41","6.244,39","12,40B","0,77%"
"11/02/2021","6.222,52","6.221,63","6.232,85","6.194,01","10,40B","0,33%"
"10/02/2021","6.201,83","6.198,03","6.216,94","6.168,01","12,26B","0,33%"
"09/02/2021","6.181,67","6.232,10","6.286,29","6.157,14","17,53B","-0,44%"
"08/02/2021","6.208,87","6.193,55","6.224,41","6.180,73","16,16B","0,93%"
"05/02/2021","6.151,73","6.136,39","6.151,73","6.090,98","13,47B","0,73%"
"04/02/2021","6.107,22","6.111,76","6.179,37","6.069,55","14,82B","0,49%"
"03/02/2021","6.077,74","6.096,58","6.137,68","6.047,41","15,39B","0,56%"
"02/02/2021","6.043,84","6.119,01","6.157,25","6.018,09","22,73B","-0,39%"
"01/02/2021","6.067,55","5.856,78","6.070,73","5.735,47","20,89B","3,50%"
"29/01/2021","5.862,35","6.010,34","6.068,13","5.825,29","14,77B","-1,96%"
"28/01/2021","5.979,39","6.065,79","6.123,46","5.957,55","15,73B","-2,12%"
"27/01/2021","6.109,17","6.153,08","6.154,60","5.998,90","18,14B","-0,50%"
"26/01/2021","6.140,17","6.252,71","6.269,66","6.123,01","17,22B","-1,89%"
"25/01/2021","6.258,57","6.322,52","6.322,73","6.148,31","15,48B","-0,77%"
"22/01/2021","6.307,13","6.419,57","6.428,50","6.283,31","15,79B","-1,66%"
"21/01/2021","6.413,89","6.476,09","6.504,99","6.399,67","17,11B","-0,25%"
"20/01/2021","6.429,76","6.334,51","6.440,80","6.299,39","19,09B","1,71%"
"19/01/2021","6.321,86","6.421,86","6.434,84","6.288,98","22,37B","-1,06%"
"18/01/2021","6.389,83","6.365,03","6.428,31","6.316,88","33,76B","0,26%"
"15/01/2021","6.373,41","6.447,98","6.472,31","6.341,25","26,23B","-0,85%"
"14/01/2021","6.428,31","6.445,90","6.465,53","6.407,57","34,48B","-0,11%"
"13/01/2021","6.435,20","6.439,93","6.464,35","6.393,90","34,30B","0,62%"
"12/01/2021","6.395,67","6.393,90","6.435,96","6.353,31","27,96B","0,20%"
"11/01/2021","6.382,94","6.278,41","6.382,94","6.278,37","29,79B","2,00%"
"08/01/2021","6.257,84","6.190,95","6.275,74","6.190,10","22,18B","1,69%"
"07/01/2021","6.153,63","6.091,72","6.158,04","6.090,36","22,75B","1,45%"
"06/01/2021","6.065,68","6.139,14","6.166,63","5.987,78","19,92B","-1,17%"
"05/01/2021","6.137,34","6.105,79","6.145,61","6.073,42","17,47B","0,53%"
"04/01/2021","6.104,90","5.997,83","6.104,90","5.929,05","18,39B","2,10%"
"30/12/2020","5.979,07","6.052,12","6.055,97","5.962,01","17,00B","-0,95%"
"29/12/2020","6.036,17","6.112,72","6.143,87","6.026,70","17,51B","-0,94%"
"28/12/2020","6.093,55","6.067,00","6.095,01","5.979,90","18,09B","1,41%"
"23/12/2020","6.008,71","6.061,85","6.104,35","5.853,26","20,35B","-0,24%"
"22/12/2020","6.023,29","6.146,65","6.174,46","6.010,21","25,01B","-2,31%"
"21/12/2020","6.165,62","6.131,62","6.195,15","6.119,92","23,86B","1,00%"
"18/12/2020","6.104,32","6.106,25","6.142,86","6.091,40","25,80B","-0,15%"
"17/12/2020","6.113,38","6.133,10","6.160,98","6.075,83","32,17B","-0,08%"
"16/12/2020","6.118,40","6.046,87","6.123,95","6.046,87","29,10B","1,80%"
"15/12/2020","6.010,13","6.013,51","6.023,22","5.965,81","19,44B","-0,04%"
"14/12/2020","6.012,52","5.959,27","6.013,95","5.959,27","22,69B","1,25%"
"11/12/2020","5.938,33","5.946,36","5.976,57","5.924,37","21,77B","0,08%"
"10/12/2020","5.933,70","5.977,00","6.004,42","5.911,91","26,46B","-0,18%"
"08/12/2020","5.944,41","5.947,66","5.961,78","5.911,10","29,42B","0,23%"
"07/12/2020","5.930,76","5.854,30","5.941,35","5.854,30","22,68B","2,07%"
"04/12/2020","5.810,48","5.820,82","5.823,32","5.775,57","17,39B","-0,21%"
"03/12/2020","5.822,94","5.833,32","5.853,16","5.797,01","23,84B","0,15%"
"02/12/2020","5.813,99","5.755,18","5.813,99","5.734,26","21,91B","1,56%"
"01/12/2020","5.724,74","5.637,89","5.736,32","5.594,28","20,95B","2,00%"
"30/11/2020","5.612,41","5.779,67","5.798,29","5.563,86","31,99B","-2,96%"
"27/11/2020","5.783,34","5.773,56","5.795,84","5.745,89","25,14B","0,41%"
"26/11/2020","5.759,92","5.669,66","5.759,92","5.669,66","24,83B","1,42%"
"25/11/2020","5.679,25","5.735,14","5.770,66","5.666,76","32,54B","-0,38%"
"24/11/2020","5.701,03","5.677,30","5.710,38","5.667,37","24,05B","0,85%"
"23/11/2020","5.652,76","5.583,33","5.652,76","5.583,33","18,99B","1,46%"
"20/11/2020","5.571,66","5.602,78","5.628,44","5.563,65","21,58B","-0,40%"
"19/11/2020","5.594,06","5.541,42","5.598,52","5.541,31","16,67B","0,66%"
"18/11/2020","5.557,52","5.530,88","5.574,73","5.530,88","14,08B","0,50%"
"17/11/2020","5.529,94","5.516,58","5.562,54","5.515,52","14,68B","0,64%"
"16/11/2020","5.494,87","5.500,03","5.519,68","5.462,46","11,99B","0,62%"
"13/11/2020","5.461,06","5.449,10","5.466,56","5.427,63","11,34B","0,05%"
"12/11/2020","5.458,60","5.494,48","5.500,42","5.449,80","11,98B","-0,92%"
"11/11/2020","5.509,51","5.475,56","5.520,91","5.471,59","16,52B","0,86%"
"10/11/2020","5.462,74","5.424,73","5.469,18","5.412,59","14,96B","1,99%"
"09/11/2020","5.356,01","5.371,97","5.395,71","5.319,42","12,15B","0,38%"
"06/11/2020","5.335,53","5.276,16","5.335,53","5.246,70","10,47B","1,43%"
"05/11/2020","5.260,33","5.161,39","5.260,33","5.161,39","10,88B","3,04%"
"04/11/2020","5.105,20","5.170,82","5.188,01","5.105,20","10,40B","-1,05%"
"03/11/2020","5.159,45","5.133,98","5.162,35","5.131,95","10,14B","0,87%"
"02/11/2020","5.115,13","5.108,03","5.130,69","5.073,50","9,76B","-0,26%"
"27/10/2020","5.128,23","5.133,54","5.155,57","5.110,62","10,71B","-0,31%"
"26/10/2020","5.144,05","5.113,15","5.158,27","5.113,02","10,33B","0,62%"
"23/10/2020","5.112,19","5.112,79","5.121,02","5.095,51","9,55B","0,40%"
"22/10/2020","5.091,82","5.084,79","5.093,82","5.063,70","12,29B","-0,09%"
"21/10/2020","5.096,45","5.116,79","5.131,51","5.083,66","10,48B","-0,07%"
"20/10/2020","5.099,84","5.120,91","5.135,08","5.080,96","8,86B","-0,52%"
"19/10/2020","5.126,33","5.116,76","5.128,65","5.090,78","11,11B","0,45%"
"16/10/2020","5.103,41","5.111,43","5.115,56","5.067,59","9,25B","-0,03%"
"15/10/2020","5.105,15","5.172,59","5.182,53","5.105,15","11,05B","-1,37%"
"14/10/2020","5.176,10","5.134,66","5.177,93","5.125,05","11,99B","0,85%"
"13/10/2020","5.132,57","5.093,42","5.132,96","5.064,17","11,06B","0,77%"
"12/10/2020","5.093,10","5.078,13","5.103,50","5.078,13","9,16B","0,78%"
"09/10/2020","5.053,66","5.036,48","5.057,84","5.029,15","6,90B","0,29%"
"08/10/2020","5.039,14","5.018,74","5.039,14","5.001,52","8,03B","0,70%"
"07/10/2020","5.004,33","4.976,57","5.014,61","4.962,09","9,29B","0,10%"
"06/10/2020","4.999,22","5.004,40","5.023,89","4.992,48","10,85B","0,82%"
"05/10/2020","4.958,77","4.947,04","4.962,79","4.915,69","7,09B","0,65%"
"02/10/2020","4.926,73","4.969,24","4.972,82","4.881,91","8,88B","-0,87%"
"01/10/2020","4.970,09","4.899,64","4.970,09","4.899,00","9,64B","2,05%"
"30/09/2020","4.870,04","4.896,43","4.903,86","4.841,36","8,54B","-0,19%"
"29/09/2020","4.879,10","4.929,33","4.950,97","4.859,79","8,65B","-0,56%"
"28/09/2020","4.906,55","4.962,95","4.991,76","4.905,51","8,38B","-0,79%"
"25/09/2020","4.945,79","4.867,96","4.949,30","4.848,02","8,88B","2,13%"
"24/09/2020","4.842,76","4.876,35","4.897,34","4.820,33","6,57B","-1,53%"
"23/09/2020","4.917,95","4.946,50","4.984,24","4.873,02","7,06B","-0,33%"
"22/09/2020","4.934,09","4.947,73","4.978,44","4.919,11","7,48B","-1,31%"
"21/09/2020","4.999,36","5.058,99","5.075,82","4.987,75","10,65B","-1,18%"
"18/09/2020","5.059,22","5.037,37","5.072,68","5.023,44","10,58B","0,41%"
"17/09/2020","5.038,40","5.058,95","5.099,58","5.013,19","8,53B","-0,40%"
"16/09/2020","5.058,48","5.108,13","5.117,29","5.051,75","8,88B","-0,83%"
"15/09/2020","5.100,86","5.169,24","5.187,28","5.091,29","11,36B","-1,18%"
"14/09/2020","5.161,83","5.060,02","5.161,83","5.059,27","10,99B","2,89%"
"11/09/2020","5.016,71","4.804,64","5.016,71","4.754,80","12,58B","2,56%"
"10/09/2020","4.891,46","5.084,33","5.084,48","4.878,28","8,24B","-5,01%"
"09/09/2020","5.149,38","5.214,03","5.216,02","5.135,81","10,12B","-1,81%"
"08/09/2020","5.244,07","5.232,92","5.256,31","5.232,92","10,34B","0,27%"
"07/09/2020","5.230,20","5.235,01","5.245,35","5.195,86","8,01B","-0,18%"
"04/09/2020","5.239,85","5.280,81","5.280,76","5.188,61","9,51B","-0,78%"
"03/09/2020","5.280,81","5.311,97","5.331,17","5.242,17","13,69B","-0,59%"
"02/09/2020","5.311,97","5.310,68","5.337,10","5.295,28","12,16B","0,02%"
"01/09/2020","5.310,68","5.238,49","5.310,68","5.219,21","9,05B","1,38%"
"31/08/2020","5.238,49","5.346,66","5.369,45","5.233,14","12,41B","-2,02%"
"28/08/2020","5.346,66","5.371,47","5.381,95","5.325,60","10,80B","-0,46%"
"27/08/2020","5.371,47","5.340,33","5.371,47","5.325,49","13,45B","0,58%"
"26/08/2020","5.340,33","5.338,89","5.351,47","5.324,61","13,77B","0,03%"
"25/08/2020","5.338,89","5.277,04","5.341,38","5.276,96","14,65B","1,17%"
"24/08/2020","5.277,04","5.272,81","5.294,15","5.261,41","13,84B","0,08%"
"19/08/2020","5.272,81","5.295,17","5.327,32","5.268,51","9,27B","-0,42%"
"18/08/2020","5.295,17","5.247,69","5.316,13","5.243,99","9,56B","0,90%"
"14/08/2020","5.247,69","5.239,25","5.255,37","5.221,92","7,04B","0,16%"
"13/08/2020","5.239,25","5.233,45","5.279,35","5.218,41","8,46B","0,11%"
"12/08/2020","5.233,45","5.190,17","5.235,52","5.178,46","9,68B","0,83%"
"11/08/2020","5.190,17","5.157,83","5.201,45","5.157,93","8,84B","0,63%"
"10/08/2020","5.157,83","5.143,89","5.158,68","5.134,86","6,52B","0,27%"
"07/08/2020","5.143,89","5.178,27","5.187,37","5.119,68","9,13B","-0,66%"
"06/08/2020","5.178,27","5.127,05","5.187,96","5.127,10","9,05B","1,00%"
"05/08/2020","5.127,05","5.075,00","5.127,05","5.059,09","8,46B","1,03%"
"04/08/2020","5.075,00","5.006,22","5.075,00","5.006,50","7,38B","1,37%"
"03/08/2020","5.006,22","5.149,63","5.157,27","4.928,47","8,38B","-2,78%"
"30/07/2020","5.149,63","5.111,11","5.149,63","5.091,40","8,07B","0,75%"
"29/07/2020","5.111,11","5.112,99","5.117,35","5.085,34","8,89B","-0,04%"
"28/07/2020","5.112,99","5.116,67","5.143,29","5.097,42","9,19B","-0,07%"
"27/07/2020","5.116,67","5.082,99","5.116,67","5.080,12","10,35B","0,66%"
"24/07/2020","5.082,99","5.145,01","5.149,59","5.074,49","9,70B","-1,21%"
"23/07/2020","5.145,01","5.110,19","5.162,98","5.110,22","9,88B","0,68%"
"22/07/2020","5.110,19","5.114,71","5.142,04","5.099,57","7,95B","-0,09%"
"21/07/2020","5.114,71","5.051,11","5.135,56","5.047,09","8,32B","1,26%"
"20/07/2020","5.051,11","5.079,59","5.100,19","5.031,89","6,86B","-0,56%"
"17/07/2020","5.079,59","5.098,37","5.110,43","5.073,56","6,17B","-0,37%"
"16/07/2020","5.098,37","5.075,80","5.107,26","5.075,80","6,87B","0,44%"
"15/07/2020","5.075,80","5.079,12","5.116,46","5.069,38","8,26B","-0,07%"
"14/07/2020","5.079,12","5.064,45","5.079,12","5.053,72","7,15B","0,29%"
"13/07/2020","5.064,45","5.031,26","5.075,10","5.024,93","6,53B","0,66%"
"10/07/2020","5.031,26","5.052,79","5.076,52","5.022,17","6,77B","-0,43%"
"09/07/2020","5.052,79","5.076,17","5.111,56","5.041,93","7,98B","-0,46%"
"08/07/2020","5.076,17","4.987,08","5.080,25","4.985,02","7,35B","1,79%"
"07/07/2020","4.987,08","4.988,87","5.011,71","4.982,33","7,28B","-0,04%"
"06/07/2020","4.988,87","4.973,79","5.009,35","4.973,49","6,43B","0,30%"
"03/07/2020","4.973,79","4.966,78","4.997,48","4.964,11","5,57B","0,14%"
"02/07/2020","4.966,78","4.914,39","4.966,78","4.914,39","5,54B","1,07%"
"01/07/2020","4.914,39","4.905,39","4.928,61","4.885,60","4,32B","0,18%"
"30/06/2020","4.905,39","4.901,82","4.939,84","4.894,12","5,13B","0,07%"
"29/06/2020","4.901,82","4.904,09","4.909,91","4.862,04","4,42B","-0,05%"
"26/06/2020","4.904,09","4.896,73","4.941,14","4.882,14","4,43B","0,15%"
"25/06/2020","4.896,73","4.964,73","4.964,73","4.883,71","5,07B","-1,37%"
"24/06/2020","4.964,73","4.879,13","4.977,65","4.879,13","6,25B","1,75%"
"23/06/2020","4.879,13","4.918,83","4.938,39","4.879,13","5,49B","-0,81%"
"22/06/2020","4.918,83","4.942,27","4.957,67","4.904,77","4,79B","-0,47%"
"19/06/2020","4.942,27","4.925,25","4.970,07","4.925,25","5,76B","0,35%"
"18/06/2020","4.925,25","4.987,78","4.993,61","4.925,25","7,09B","-1,25%"
"17/06/2020","4.987,78","4.986,46","5.018,98","4.968,93","6,84B","0,03%"
"16/06/2020","4.986,46","4.816,34","4.989,53","4.816,34","7,58B","3,53%"
"15/06/2020","4.816,34","4.880,36","4.918,06","4.809,62","6,41B","-1,31%"
"12/06/2020","4.880,36","4.854,75","4.880,36","4.712,07","8,09B","0,53%"
"11/06/2020","4.854,75","4.920,68","4.931,24","4.812,19","7,17B","-1,34%"
"10/06/2020","4.920,68","5.035,06","5.036,86","4.892,82","8,42B","-2,27%"
"09/06/2020","5.035,06","5.070,56","5.139,41","5.023,77","11,51B","-0,70%"
"08/06/2020","5.070,56","4.947,78","5.103,09","4.947,78","13,82B","2,48%"
"05/06/2020","4.947,78","4.916,70","4.948,51","4.851,15","8,69B","0,63%"
"04/06/2020","4.916,70","4.941,01","5.014,76","4.899,39","11,09B","-0,49%"
"03/06/2020","4.941,01","4.847,51","4.960,07","4.847,51","10,16B","1,93%"
"02/06/2020","4.847,51","4.753,61","4.884,01","4.753,61","7,31B","1,98%"
"29/05/2020","4.753,61","4.716,19","4.755,96","4.704,79","10,48B","0,79%"
"28/05/2020","4.716,19","4.641,56","4.741,60","4.638,81","6,85B","1,61%"
"27/05/2020","4.641,56","4.626,80","4.641,56","4.597,37","6,10B","0,32%"
"26/05/2020","4.626,80","4.545,95","4.634,65","4.541,83","5,38B","1,78%"
"20/05/2020","4.545,95","4.548,66","4.561,55","4.521,47","4,25B","-0,06%"
"19/05/2020","4.548,66","4.511,06","4.609,04","4.511,06","5,17B","0,83%"
"18/05/2020","4.511,06","4.507,61","4.527,97","4.487,18","4,52B","0,08%"
"15/05/2020","4.507,61","4.513,83","4.540,42","4.460,27","4,63B","-0,14%"
"14/05/2020","4.513,83","4.554,36","4.564,15","4.494,15","4,73B","-0,89%"
"13/05/2020","4.554,36","4.588,73","4.588,73","4.519,98","4,51B","-0,75%"
"12/05/2020","4.588,73","4.639,10","4.644,14","4.552,39","4,69B","-1,09%"
"11/05/2020","4.639,10","4.597,43","4.659,86","4.597,43","4,55B","0,91%"
"08/05/2020","4.597,43","4.608,79","4.630,59","4.586,74","4,78B","-0,25%"
"06/05/2020","4.608,79","4.630,13","4.647,52","4.597,75","4,51B","-0,46%"
"05/05/2020","4.630,13","4.605,49","4.667,79","4.605,49","4,78B","0,54%"
"04/05/2020","4.605,49","4.716,40","4.716,40","4.576,23","3,91B","-2,35%"
"30/04/2020","4.716,40","4.567,32","4.726,77","4.567,32","6,02B","3,26%"
"29/04/2020","4.567,32","4.529,55","4.568,66","4.523,95","4,15B","0,83%"
"28/04/2020","4.529,55","4.513,14","4.532,38","4.494,47","4,54B","0,36%"
"27/04/2020","4.513,14","4.496,06","4.541,31","4.474,89","3,68B","0,38%"
"24/04/2020","4.496,06","4.593,55","4.593,83","4.496,06","4,61B","-2,12%"
"23/04/2020","4.593,55","4.567,56","4.629,03","4.567,56","4,95B","0,57%"
"22/04/2020","4.567,56","4.501,92","4.580,68","4.441,09","4,84B","1,46%"
"21/04/2020","4.501,92","4.575,90","4.575,90","4.482,64","4,23B","-1,62%"
"20/04/2020","4.575,90","4.634,82","4.669,54","4.573,77","5,21B","-1,27%"
"17/04/2020","4.634,82","4.480,61","4.637,24","4.480,61","5,45B","3,44%"
"16/04/2020","4.480,61","4.625,90","4.625,90","4.463,81","5,63B","-3,14%"
"15/04/2020","4.625,90","4.706,49","4.747,73","4.605,05","6,31B","-1,71%"
"14/04/2020","4.706,49","4.623,89","4.706,49","4.623,89","5,52B","1,79%"
"13/04/2020","4.623,89","4.649,08","4.659,03","4.591,73","4,56B","-0,54%"
"09/04/2020","4.649,08","4.626,69","4.669,71","4.562,90","5,35B","0,48%"
"08/04/2020","4.626,69","4.778,64","4.780,22","4.583,90","4,56B","-3,18%"
"07/04/2020","4.778,64","4.811,83","4.975,54","4.721,72","8,62B","-0,69%"
"06/04/2020","4.811,83","4.623,43","4.811,83","4.623,43","7,05B","4,07%"
"03/04/2020","4.623,43","4.531,69","4.623,43","4.531,81","5,87B","2,02%"
"02/04/2020","4.531,69","4.466,04","4.531,69","4.393,67","4,60B","1,47%"
"01/04/2020","4.466,04","4.538,93","4.627,42","4.445,14","4,18B","-1,61%"
"31/03/2020","4.538,93","4.414,50","4.569,47","4.414,50","4,34B","2,82%"
"30/03/2020","4.414,50","4.545,57","4.545,57","4.317,71","2,76B","-2,88%"
"27/03/2020","4.545,57","4.338,90","4.697,67","4.338,90","7,79B","4,76%"
"26/03/2020","4.338,90","3.937,63","4.370,66","3.935,91","8,11B","10,19%"
"24/03/2020","3.937,63","3.989,52","4.123,56","3.911,72","4,57B","-1,30%"
"23/03/2020","3.989,52","4.194,94","4.194,94","3.975,19","3,25B","-4,90%"
"20/03/2020","4.194,94","4.105,42","4.238,26","3.918,34","6,30B","2,18%"
"19/03/2020","4.105,42","4.330,67","4.330,67","4.093,71","2,64B","-5,20%"
"18/03/2020","4.330,67","4.456,75","4.473,82","4.284,68","3,86B","-2,83%"
"17/03/2020","4.456,75","4.690,66","4.698,04","4.447,96","3,07B","-4,99%"
"16/03/2020","4.690,66","4.907,57","4.904,54","4.677,75","3,05B","-4,42%"
"13/03/2020","4.907,57","4.895,75","4.937,99","4.639,91","4,63B","0,24%"
"12/03/2020","4.895,75","5.040,97","5.040,99","4.895,75","3,70B","-5,01%"
"11/03/2020","5.154,10","5.231,61","5.264,48","5.112,32","4,67B","-1,28%"
"10/03/2020","5.220,83","5.149,49","5.278,42","5.149,45","4,45B","1,64%"
"09/03/2020","5.136,81","5.364,60","5.364,60","5.133,15","4,27B","-6,58%"
"06/03/2020","5.498,54","5.575,57","5.577,80","5.498,54","3,24B","-2,48%"
"05/03/2020","5.638,13","5.688,78","5.715,94","5.613,72","4,07B","-0,21%"
"04/03/2020","5.650,14","5.524,09","5.651,85","5.516,81","4,53B","2,38%"
"03/03/2020","5.518,63","5.431,30","5.545,77","5.431,30","4,30B","2,94%"
"02/03/2020","5.361,25","5.455,05","5.491,14","5.354,62","4,02B","-1,68%"
"28/02/2020","5.452,70","5.436,17","5.456,28","5.288,37","4,96B","-1,50%"
"27/02/2020","5.535,69","5.680,44","5.684,29","5.526,82","4,13B","-2,69%"
"26/02/2020","5.688,92","5.757,17","5.757,74","5.688,92","3,95B","-1,70%"
"25/02/2020","5.787,14","5.784,74","5.814,68","5.752,34","3,95B","-0,34%"
"24/02/2020","5.807,05","5.846,15","5.863,12","5.787,92","4,00B","-1,28%"
"21/02/2020","5.882,26","5.940,78","5.944,20","5.873,73","3,67B","-1,01%"
"20/02/2020","5.942,49","5.941,45","5.960,71","5.929,15","3,74B","0,23%"
"19/02/2020","5.928,79","5.898,90","5.928,79","5.898,70","3,45B","0,71%"
"18/02/2020","5.886,96","5.856,88","5.907,14","5.855,93","3,46B","0,33%"
"17/02/2020","5.867,52","5.863,91","5.878,46","5.853,60","2,87B","0,01%"
"14/02/2020","5.866,94","5.857,72","5.890,03","5.843,43","2,77B","-0,09%"
"13/02/2020","5.871,95","5.921,91","5.929,50","5.860,26","3,32B","-0,70%"
"12/02/2020","5.913,08","5.957,06","5.962,35","5.895,72","2,93B","-0,69%"
"11/02/2020","5.954,40","5.963,55","5.979,57","5.945,05","3,37B","0,04%"
"10/02/2020","5.952,08","5.993,38","5.996,47","5.937,38","3,43B","-0,79%"
"07/02/2020","5.999,61","5.988,06","6.004,81","5.981,64","3,53B","0,21%"
"06/02/2020","5.987,15","6.002,92","6.013,70","5.969,48","3,99B","0,14%"
"05/02/2020","5.978,51","5.955,52","5.978,51","5.924,37","3,98B","0,95%"
"04/02/2020","5.922,34","5.947,51","5.952,95","5.911,38","3,62B","0,65%"
"03/02/2020","5.884,17","5.920,97","5.942,78","5.877,20","3,50B","-0,94%"
"31/01/2020","5.940,05","6.076,46","6.078,93","5.937,02","4,15B","-1,94%"
"30/01/2020","6.057,60","6.130,10","6.130,80","6.048,88","3,49B","-0,91%"
"29/01/2020","6.113,05","6.123,10","6.152,59","6.102,80","3,46B","0,03%"
"28/01/2020","6.111,18","6.110,22","6.112,83","6.065,12","4,21B","-0,36%"
"27/01/2020","6.133,21","6.240,82","6.242,18","6.130,93","4,37B","-1,78%"
"24/01/2020","6.244,11","6.242,84","6.258,85","6.234,82","3,88B","-0,08%"
"23/01/2020","6.249,21","6.244,00","6.255,04","6.229,13","4,13B","0,25%"
"22/01/2020","6.233,45","6.241,57","6.265,51","6.223,19","5,11B","-0,08%"
"21/01/2020","6.238,15","6.252,00","6.257,89","6.226,06","4,19B","-0,11%"
"20/01/2020","6.245,04","6.310,50","6.312,99","6.240,19","3,88B","-0,74%"
"17/01/2020","6.291,66","6.293,78","6.301,48","6.266,93","3,76B","0,09%"
"16/01/2020","6.286,05","6.275,96","6.299,54","6.255,49","4,21B","0,04%"
"15/01/2020","6.283,36","6.326,17","6.348,53","6.255,50","5,11B","-0,66%"
"14/01/2020","6.325,41","6.308,89","6.325,41","6.298,61","4,45B","0,46%"
"13/01/2020","6.296,57","6.287,91","6.297,78","6.269,48","4,40B","0,34%"
"10/01/2020","6.274,94","6.287,17","6.295,37","6.271,98","5,22B","0,01%"
"09/01/2020","6.274,49","6.248,66","6.274,49","6.238,98","4,19B","0,78%"
"08/01/2020","6.225,69","6.248,44","6.250,12","6.218,13","4,46B","-0,85%"
"07/01/2020","6.279,35","6.272,22","6.284,89","6.246,13","3,94B","0,35%"
"06/01/2020","6.257,40","6.293,50","6.300,44","6.252,64","4,14B","-1,04%"
"03/01/2020","6.323,47","6.306,19","6.323,47","6.287,71","4,46B","0,63%"
"02/01/2020","6.283,58","6.313,13","6.317,01","6.263,68","3,30B","-0,25%"
"30/12/2019","6.299,54","6.329,14","6.336,92","6.289,55","4,76B","-0,47%"
